carat,cut,color,clarity,depth,table,price,x,y,z
0.41,Premium,D,SI1,61.4,58.0,791,4.76,4.78,2.93
0.72,Ideal,G,VVS2,62.0,55.0,3352,5.72,5.76,3.56
0.3,Premium,E,VS2,60.4,58.0,844,4.34,4.3,2.61
0.32,Very Good,H,VS1,58.9,63.0,624,4.46,4.4,2.61
0.35,Premium,I,SI1,62.5,58.0,472,4.49,4.53,2.82
0.31,Premium,H,VS2,61.9,58.0,628,4.39,4.37,2.71
1.31,Ideal,G,VVS2,61.3,58.0,11975,7.03,7.07,4.32
0.7,Very Good,I,SI1,61.4,57.0,2028,5.72,5.75,3.52
1.52,Ideal,G,VS2,61.4,56.0,14692,7.39,7.47,4.56
0.74,Premium,G,SI2,62.8,57.0,2109,5.77,5.73,3.61
1.01,Premium,F,SI2,60.9,60.0,3297,6.45,6.42,3.91
1.02,Ideal,E,SI1,61.9,55.0,5806,6.49,6.46,4.01
0.77,Good,D,SI2,63.8,58.0,2642,5.78,5.81,3.7
1.2,Premium,E,VS1,60.7,57.0,10053,6.89,6.81,4.16
1.2,Premium,H,SI1,61.8,58.0,5669,6.8,6.72,4.18
1.2,Very Good,G,SI2,62.5,57.0,5250,6.73,6.84,4.24
0.31,Very Good,E,SI1,58.3,60.0,544,4.48,4.51,2.62
0.73,Ideal,E,SI1,60.1,56.0,2661,5.91,5.87,3.54
0.51,Good,D,SI1,63.3,57.0,1423,5.06,5.09,3.21
1.01,Premium,G,IF,63.0,60.0,8120,6.35,6.31,3.99
1.17,Ideal,G,VS2,62.0,57.0,7423,6.74,6.78,4.19
0.44,Premium,G,VVS2,60.9,57.0,1155,4.93,4.89,2.99
0.91,Very Good,F,VS2,62.1,58.0,4917,6.19,6.24,3.86
1.22,Good,J,VS1,58.5,61.0,5356,6.94,7.0,4.08
0.3,Very Good,D,SI1,63.1,56.0,662,4.28,4.24,2.69
1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57
1.01,Premium,G,SI2,63.0,59.0,3923,6.38,6.32,4.0
0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
0.24,Very Good,H,VVS2,61.9,57.0,449,3.97,4.01,2.47
1.16,Ideal,G,VS2,62.3,57.0,7074,6.66,6.72,4.17
2.2,Ideal,H,SI2,60.0,58.0,16530,8.47,8.5,5.09
0.78,Very Good,D,VS2,58.5,56.0,3298,6.08,6.12,3.57
0.37,Very Good,E,VS1,60.2,56.0,925,4.68,4.71,2.83
0.7,Premium,F,SI1,62.6,55.0,2184,5.65,4.5,3.0
0.57,Ideal,E,SI1,62.1,56.0,1728,5.33,5.3,3.3
2.02,Very Good,F,SI1,62.8,59.0,15987,7.9,7.98,4.99
1.51,Premium,F,VS2,62.0,60.0,14294,7.35,7.23,4.52
0.41,Very Good,D,VS2,62.8,55.0,1007,4.7,4.73,2.96
0.4,Very Good,E,VVS2,62.8,58.0,1066,4.68,4.71,2.95
1.2,Very Good,G,SI1,63.2,59.0,5665,6.77,6.74,4.27
1.1,Premium,H,SI1,60.7,59.0,5476,6.72,6.7,4.07
1.0,Premium,G,VS2,60.8,60.0,5322,6.39,6.33,3.87
0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55
1.5,Very Good,I,SI1,63.1,59.0,8291,7.16,7.23,4.54
0.37,Ideal,F,VS2,60.6,56.0,746,4.63,4.64,2.81
1.2,Very Good,I,VS1,62.4,56.0,6167,6.78,6.74,4.22
0.34,Premium,H,SI1,62.1,59.0,612,4.5,4.46,2.78
1.13,Very Good,H,SI2,62.0,58.0,5179,6.67,6.71,4.15
0.4,Very Good,G,VS1,63.4,56.0,1005,4.72,4.68,2.98
1.2,Very Good,I,SI1,62.6,57.0,5476,6.74,6.77,4.23
0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74
0.76,Ideal,D,SI2,62.2,57.0,2706,5.85,5.83,3.63
0.41,Ideal,F,VVS1,62.3,53.0,1356,4.8,4.77,2.98
2.0,Very Good,H,SI1,62.8,57.0,18803,7.95,8.0,5.01
0.75,Premium,F,SI1,61.5,58.0,2683,5.83,5.87,3.6
0.97,Premium,F,SI2,61.9,58.0,3993,6.35,6.31,3.92
0.34,Ideal,E,VS1,60.8,57.0,805,4.49,4.53,2.74
1.23,Premium,I,VS1,61.6,58.0,5632,6.9,6.84,4.23
1.01,Very Good,E,VS2,63.1,56.0,6480,6.34,6.4,4.02
0.31,Very Good,H,VS1,63.1,57.0,698,4.34,4.31,2.73
0.54,Premium,H,SI1,61.0,58.0,1154,5.23,5.27,3.2
1.11,Ideal,H,SI1,60.2,54.0,5315,6.82,6.7,4.07
0.36,Ideal,E,VS2,61.2,56.0,1013,4.62,4.6,2.82
0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.45,2.72
0.79,Good,D,SI2,63.9,56.0,2539,5.89,5.84,3.75
1.0,Very Good,E,VS1,61.2,57.0,7002,6.43,6.47,3.95
0.9,Very Good,F,VS2,62.6,58.0,4681,6.08,6.13,3.82
0.42,Ideal,F,VVS2,61.6,56.0,1221,4.85,4.83,2.98
2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14
0.31,Premium,F,VS2,61.8,59.0,625,4.31,4.33,2.67
0.74,Premium,F,SI1,62.3,61.0,2723,5.8,5.76,3.6
0.77,Very Good,D,VS2,63.0,58.0,3351,5.81,5.85,3.67
0.32,Ideal,F,VS2,61.1,57.0,828,4.44,4.4,2.7
1.21,Premium,F,VS1,62.6,59.0,10018,6.81,6.76,4.25
0.8,Ideal,E,SI1,61.0,57.0,3890,6.0,6.03,3.67
1.0,Fair,E,SI1,66.5,55.0,3696,6.21,6.19,4.12
0.35,Good,F,SI1,63.6,54.0,583,4.51,4.52,2.87
1.01,Premium,G,VS1,62.3,59.0,6499,6.38,6.42,3.99
2.19,Premium,I,SI2,60.8,60.0,15032,8.34,8.38,5.08
0.43,Ideal,G,SI2,62.3,53.0,696,4.84,4.86,3.02
0.58,Ideal,J,VS2,62.8,57.0,1196,5.33,5.28,3.33
0.38,Premium,D,SI1,58.9,61.0,941,4.79,4.75,2.81
0.66,Very Good,E,VVS1,61.8,55.0,3309,5.6,5.66,3.48
1.82,Very Good,G,SI2,61.3,58.0,11971,7.83,7.94,4.83
0.72,Ideal,H,SI2,61.3,55.0,2410,5.78,5.81,3.55
0.36,Ideal,G,SI1,62.7,55.0,537,4.54,4.59,2.86
1.11,Ideal,H,SI2,62.7,57.0,4662,6.66,6.59,4.14
0.31,Premium,D,VS2,60.7,59.0,734,4.35,4.38,2.65
0.48,Ideal,F,SI2,61.0,57.0,918,5.05,5.08,3.09
1.01,Very Good,E,VS2,63.1,60.0,6335,6.3,6.26,3.96
1.55,Ideal,J,SI2,62.0,56.0,6805,7.42,7.38,4.59
1.51,Ideal,G,VS2,62.1,54.0,12551,7.34,7.31,4.55
0.3,Ideal,F,VVS1,61.9,54.0,814,4.35,4.37,2.7
0.36,Ideal,F,IF,60.3,57.0,1063,4.61,4.65,2.79
0.5,Good,D,SI2,58.5,64.0,958,5.2,5.12,3.02
0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
0.36,Ideal,E,VVS2,62.1,56.0,873,4.53,4.58,2.83
0.32,Ideal,F,VVS1,61.7,55.0,867,4.42,4.46,2.74
1.02,Ideal,F,VVS2,61.1,56.3,9521,6.48,6.52,3.97
2.01,Ideal,G,SI2,62.8,56.0,15841,8.07,8.02,5.05
0.73,Premium,I,VVS2,60.6,58.0,2496,5.78,5.84,3.52
1.01,Ideal,F,VS2,61.0,56.0,5662,6.44,6.4,3.94
0.7,Premium,E,VS1,62.7,60.0,2695,5.64,5.59,3.52
0.36,Very Good,F,VS1,61.3,54.0,781,4.63,4.65,2.84
0.41,Premium,E,VVS1,60.7,58.0,1431,4.86,4.8,2.93
0.7,Good,H,VVS2,58.9,61.5,2699,5.77,5.84,3.42
0.71,Premium,E,SI1,60.3,60.0,2674,5.77,5.74,3.47
0.71,Very Good,F,SI2,59.2,60.0,2134,5.85,5.91,3.48
0.3,Ideal,H,VVS2,61.5,56.0,776,4.35,4.33,2.67
0.78,Ideal,H,VVS2,62.1,56.0,3581,5.88,5.9,3.66
0.5,Ideal,F,VS1,62.5,57.0,1710,5.06,5.09,3.17
0.37,Ideal,F,SI1,61.6,56.0,746,4.61,4.65,2.85
0.51,Ideal,D,SI1,60.4,55.0,1687,5.48,5.18,3.16
0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84
0.33,Ideal,I,IF,61.7,55.0,675,4.45,4.49,2.76
0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
0.9,Ideal,J,VS1,62.4,56.0,3498,6.15,6.18,3.85
0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55
1.0,Good,G,SI1,59.9,58.0,6437,6.44,6.48,3.87
0.51,Ideal,D,VS2,61.4,57.0,1716,5.13,5.16,3.16
2.0,Good,D,SI2,63.8,57.0,10528,7.93,7.88,5.04
0.92,Premium,D,SI2,62.5,59.0,3550,6.24,6.2,3.89
0.71,Very Good,H,SI2,62.2,55.1,2339,5.7,5.72,3.55
1.57,Ideal,I,SI1,62.2,56.0,10633,7.42,7.47,4.63
1.0,Ideal,I,SI1,62.7,56.0,4174,6.33,6.37,3.98
0.31,Ideal,F,IF,62.2,56.0,874,4.31,4.34,2.69
1.2,Premium,I,VS1,62.8,56.0,6021,6.8,6.74,4.25
1.13,Premium,G,VVS1,59.3,59.0,8868,6.87,6.79,4.05
1.0,Good,G,SI2,63.8,56.0,3949,6.23,6.31,4.0
0.56,Ideal,H,VS2,60.9,57.0,1388,5.32,5.36,3.25
0.59,Ideal,F,SI1,62.0,53.0,1424,5.38,5.43,3.35
0.7,Very Good,D,VS2,62.5,55.0,3052,5.65,5.71,3.55
1.32,Premium,H,VS1,61.3,58.0,5958,7.09,7.01,4.32
0.43,Ideal,G,VVS2,60.1,57.0,1056,4.88,4.91,2.94
0.41,Ideal,H,SI2,61.7,56.0,787,4.8,4.77,2.95
1.71,Ideal,G,VS1,62.2,55.0,17595,7.72,7.65,4.78
1.23,Very Good,H,VS2,58.5,62.0,6039,6.98,7.0,4.09
2.0,Premium,G,SI2,60.7,60.0,10833,8.13,8.07,4.92
0.8,Fair,H,VS2,65.3,58.0,2686,5.78,5.73,3.76
0.75,Ideal,J,VS2,61.5,54.0,2001,5.87,5.9,3.62
1.5,Very Good,H,VVS2,62.7,58.0,11303,7.21,7.24,4.53
0.83,Very Good,E,SI1,63.8,54.0,3295,5.96,6.04,3.83
0.53,Ideal,E,VS2,62.3,57.0,1956,5.23,5.19,3.25
1.5,Very Good,H,SI2,61.3,59.0,7774,7.38,7.41,4.53
0.48,Ideal,F,IF,62.1,55.0,2154,5.0,5.05,3.12
0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87
0.38,Ideal,E,VS1,61.6,56.0,1000,4.62,4.66,2.86
0.53,Ideal,H,VVS1,61.3,56.0,1781,5.22,5.24,3.21
1.71,Very Good,H,VS2,58.8,60.0,12493,7.8,7.85,4.6
1.28,Ideal,H,SI1,61.8,57.0,7109,7.02,6.97,4.32
1.04,Ideal,G,VS2,61.3,57.0,7044,6.53,6.56,4.01
0.33,Ideal,F,VVS2,60.9,56.0,974,4.47,4.5,2.73
1.01,Premium,H,SI2,60.3,60.0,4412,6.49,6.45,3.9
0.71,Premium,D,SI2,62.8,57.0,2368,5.69,5.64,3.56
0.61,Very Good,D,VS1,60.9,56.0,2481,5.49,5.51,3.35
0.32,Ideal,D,VVS1,61.8,56.0,973,4.4,4.37,2.71
0.32,Good,E,SI1,63.4,56.0,524,4.31,4.34,2.74
1.2,Premium,G,VS1,60.2,60.0,8442,6.82,6.87,4.12
1.0,Premium,F,SI1,60.8,59.0,4234,6.45,6.41,3.91
1.02,Very Good,G,SI2,62.9,59.0,4291,6.38,6.4,4.02
0.73,Good,J,VS2,60.8,63.0,2098,5.67,5.78,3.48
0.53,Ideal,F,VVS2,61.4,56.0,2275,5.19,5.23,3.2
2.2,Ideal,G,SI2,62.0,57.0,18168,8.31,8.27,5.14
0.52,Premium,G,VS1,62.4,59.0,1815,5.16,5.13,3.21
0.31,Ideal,H,SI1,61.5,55.0,464,4.39,4.42,2.71
1.74,Very Good,H,I1,63.2,55.0,4677,7.62,7.59,4.8
0.79,Ideal,E,VS1,62.0,56.0,4240,5.9,5.93,3.67
0.35,Ideal,G,VVS2,62.1,56.0,1024,4.51,4.47,2.79
0.59,Very Good,E,VS1,61.6,61.0,1993,5.34,5.37,3.3
0.5,Premium,E,SI1,60.2,58.0,1415,5.18,5.15,3.11
0.3,Premium,G,VVS1,62.8,58.0,1013,4.3,4.27,2.69
1.01,Good,G,SI1,63.2,59.0,5021,6.32,6.36,4.01
0.56,Ideal,F,VS2,62.6,55.0,1814,5.29,5.25,3.3
0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85
1.01,Very Good,I,VS2,62.3,60.0,4666,6.33,6.41,3.97
1.13,Very Good,J,SI1,62.9,57.7,4391,6.6,6.64,4.16
1.52,Very Good,F,SI2,62.1,58.0,9552,7.26,7.34,4.53
0.79,Very Good,E,SI1,63.3,56.3,3138,5.85,5.88,3.71
0.55,Ideal,D,SI2,61.3,57.0,1368,5.28,5.23,3.22
1.01,Ideal,F,I1,62.2,54.0,3377,6.42,6.44,4.0
0.42,Ideal,G,VS2,61.7,57.0,1087,4.83,4.8,2.97
0.3,Premium,I,SI1,61.4,58.0,506,4.33,4.3,2.65
0.56,Very Good,D,SI1,63.9,56.0,1578,5.2,5.26,3.34
0.3,Good,G,IF,63.8,55.0,956,4.28,4.24,2.72
1.87,Ideal,J,SI1,62.3,57.0,10137,7.88,7.82,4.89
0.36,Very Good,G,VS1,61.2,60.0,726,4.56,4.59,2.8
1.0,Very Good,D,SI2,63.3,60.0,4295,6.29,6.19,3.95
0.75,Ideal,G,VVS2,61.3,55.0,3525,5.85,5.89,3.59
0.73,Very Good,H,SI1,62.6,58.0,2377,5.75,5.76,3.6
2.01,Very Good,H,SI1,59.1,58.0,18149,8.29,8.36,4.92
0.5,Very Good,G,SI1,60.8,63.0,1171,5.08,5.11,3.1
1.68,Very Good,G,VS2,62.7,58.0,14192,7.51,7.54,4.72
1.01,Premium,E,SI1,60.0,59.0,5973,6.53,6.47,3.9
0.72,Premium,F,SI1,62.0,60.0,2364,5.74,5.77,3.57
0.41,Premium,G,SI1,61.7,59.0,719,4.71,4.73,2.91
1.01,Premium,F,SI1,61.8,59.0,4989,6.41,6.34,3.94
0.35,Premium,G,VS1,61.7,61.0,906,4.52,4.49,2.78
0.32,Premium,H,VVS2,60.2,60.0,828,4.48,4.45,2.69
1.75,Very Good,I,SI2,61.2,57.0,10098,7.71,7.76,4.73
0.52,Ideal,H,SI2,61.0,55.0,1054,5.19,5.23,3.18
0.7,Fair,G,VS2,64.9,57.0,2479,5.55,5.54,3.6
1.13,Ideal,H,SI2,60.4,56.0,3797,6.78,6.7,4.07
1.22,Premium,E,VS2,62.2,55.0,9292,6.91,6.85,4.28
0.7,Ideal,G,SI2,62.6,55.0,2232,5.66,5.69,3.55
0.27,Very Good,H,VVS1,61.2,57.0,504,4.15,4.18,2.55
0.53,Good,F,SI1,63.8,58.0,1363,5.17,5.12,3.28
0.28,Very Good,H,SI1,61.5,56.0,360,4.21,4.24,2.6
1.26,Ideal,I,SI2,62.0,56.0,5363,7.0,6.94,4.32
2.03,Ideal,I,SI1,61.8,57.0,15272,8.07,8.14,5.01
0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1
1.5,Very Good,E,VS1,59.5,61.0,16988,7.43,7.46,4.43
0.76,Premium,D,VS1,60.6,58.0,3894,5.95,5.89,3.59
0.33,Ideal,F,VVS1,61.9,56.0,1021,4.47,4.42,2.75
1.52,Ideal,I,IF,62.2,57.0,10419,7.27,7.33,4.54
0.63,Good,F,VS1,61.6,60.7,2188,5.46,5.52,3.38
0.59,Ideal,F,SI2,61.7,54.0,1195,5.38,5.44,3.34
0.58,Ideal,F,VVS2,62.0,55.0,2340,5.32,5.4,3.31
0.91,Very Good,E,SI2,62.5,59.0,3632,6.16,6.23,3.87
1.04,Premium,F,VS2,61.9,58.0,6908,6.55,6.51,4.04
0.4,Ideal,G,VVS1,60.2,60.0,997,4.78,4.82,2.89
1.2,Premium,G,VS2,62.3,56.0,8030,6.8,6.68,4.2
1.0,Good,D,SI2,58.1,65.0,4427,6.54,6.48,3.78
1.0,Premium,F,SI2,61.1,61.0,4452,6.38,6.35,3.89
0.35,Premium,D,SI1,61.0,60.0,827,4.58,4.54,2.78
0.54,Ideal,E,VS1,62.0,56.0,1939,5.17,5.25,3.23
0.32,Ideal,G,VS1,61.3,57.0,645,4.37,4.4,2.69
2.02,Very Good,H,SI2,59.9,55.0,15851,8.17,8.28,4.93
1.7,Premium,I,VS1,59.8,59.0,12737,7.79,7.7,4.63
0.34,Premium,I,VS2,61.8,58.0,477,4.48,4.51,2.78
1.18,Good,D,SI2,59.7,61.0,5871,6.83,6.88,4.09
0.5,Very Good,E,SI1,60.9,58.0,1331,5.1,5.14,3.12
1.01,Premium,E,VS2,60.2,58.0,6335,6.56,6.52,3.94
0.34,Ideal,D,VS2,62.0,55.0,805,4.45,4.48,2.77
0.62,Good,D,VS2,58.9,64.0,2288,5.62,5.55,3.29
1.12,Ideal,J,SI1,62.4,57.0,4840,6.65,6.6,4.14
0.71,Fair,F,VS1,57.3,67.0,2707,5.96,5.76,3.36
2.16,Ideal,J,VS1,61.4,59.0,15714,8.27,8.33,5.1
1.82,Fair,H,I1,67.3,58.0,5993,7.5,7.47,5.04
0.52,Very Good,F,VVS2,62.1,58.0,2064,5.12,5.16,3.19
1.14,Ideal,G,VS2,62.0,55.0,7371,6.68,6.77,4.17
0.79,Premium,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
1.08,Ideal,G,SI2,62.2,56.0,4544,6.56,6.59,4.09
0.4,Ideal,E,VS1,61.2,55.0,940,4.76,4.79,2.92
0.54,Premium,G,VS1,61.1,59.0,1847,5.26,5.22,3.2
0.4,Premium,D,SI2,62.1,60.0,666,4.69,4.75,2.93
0.71,Good,F,SI1,63.7,58.0,2308,5.65,5.62,3.59
0.4,Ideal,J,VS1,61.5,58.0,633,4.73,4.76,2.92
1.18,Ideal,H,VS1,64.9,58.0,7216,6.57,6.53,4.25
0.31,Premium,I,SI1,59.6,58.0,418,4.39,4.44,2.63
2.01,Premium,H,SI1,61.1,60.0,17849,8.15,8.11,4.97
0.34,Ideal,I,VS2,61.1,55.0,495,4.51,4.55,2.77
1.01,Ideal,E,SI2,62.2,56.0,4788,6.42,6.45,4.0
1.22,Ideal,F,SI2,62.5,56.0,6518,6.85,6.81,4.27
0.31,Ideal,H,IF,62.0,56.0,772,4.36,4.39,2.71
0.92,Premium,H,SI1,62.4,58.0,3624,6.19,6.22,3.87
0.45,Fair,F,VS2,67.0,56.0,923,4.77,4.7,3.17
0.35,Ideal,D,VS2,60.6,56.0,1063,4.57,4.54,2.76
0.81,Very Good,F,VS1,62.7,56.0,3689,5.92,5.98,3.73
0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76
1.03,Ideal,E,SI1,62.0,53.0,5710,6.5,6.47,4.02
1.0,Ideal,F,SI1,62.0,55.0,5239,6.39,6.44,3.98
0.31,Ideal,H,VVS1,62.2,54.0,707,4.36,4.39,2.72
0.74,Ideal,F,VS1,61.7,56.0,3845,5.79,5.87,3.6
0.71,Ideal,H,SI1,60.7,59.0,2328,5.75,5.81,3.51
1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61
0.37,Premium,E,VS2,59.5,59.0,1041,4.71,4.64,2.78
0.32,Good,D,SI2,64.1,54.0,571,4.37,4.34,2.79
0.9,Ideal,F,SI1,61.5,56.0,4284,6.25,6.2,3.83
0.71,Very Good,F,SI1,62.8,59.0,2427,5.62,5.66,3.54
0.33,Ideal,E,VS1,62.3,53.8,771,4.42,4.44,2.76
1.54,Ideal,D,SI1,63.0,54.0,10694,7.33,7.28,4.6
0.31,Very Good,H,VS2,63.1,57.0,628,4.32,4.27,2.71
0.5,Premium,H,VS2,60.9,59.0,1332,5.14,5.11,3.12
0.7,Very Good,H,VS1,62.6,57.0,2482,5.64,5.73,3.56
1.1,Ideal,I,SI1,60.8,61.0,4868,6.63,6.7,4.05
0.31,Ideal,F,VVS2,62.4,55.0,977,4.36,4.33,2.71
1.2,Very Good,I,VS1,63.1,58.0,5322,6.7,6.62,4.2
0.32,Premium,G,SI1,62.6,58.0,477,4.31,4.35,2.71
0.41,Premium,F,VS2,62.8,58.0,1107,4.73,4.69,2.96
0.52,Ideal,F,VVS1,61.9,55.0,2251,5.17,5.2,3.21
1.06,Ideal,F,VS2,61.0,57.0,7075,6.57,6.6,4.02
0.3,Ideal,F,VVS1,61.8,54.0,802,4.33,4.37,2.69
0.41,Very Good,H,SI1,63.3,56.0,876,4.74,4.71,2.99
0.27,Ideal,E,VS2,62.7,55.0,603,4.18,4.15,2.61
1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02
0.56,Ideal,E,VS1,62.3,57.0,1791,5.3,5.26,3.29
0.37,Premium,D,SI1,62.7,58.0,874,4.58,4.55,2.86
0.51,Ideal,D,VS2,62.2,58.0,1678,5.1,5.12,3.18
0.41,Premium,D,SI2,62.3,58.0,683,4.74,4.77,2.96
0.32,Ideal,E,VS2,62.1,55.0,900,4.4,4.36,2.72
1.91,Ideal,J,SI1,60.7,56.0,11447,8.01,8.09,4.89
1.51,Very Good,G,VS1,61.8,57.0,13348,7.31,7.42,4.55
1.25,Ideal,G,IF,60.2,54.0,11511,6.99,7.03,4.22
0.57,Very Good,G,VS2,63.3,56.0,1641,5.3,5.25,3.34
0.55,Premium,F,VS2,62.7,58.0,2376,5.28,5.25,3.3
0.34,Very Good,E,VS1,62.3,53.0,784,4.47,4.52,2.8
0.92,Premium,G,SI2,58.4,58.0,3648,6.4,6.34,3.73
0.32,Ideal,H,VS2,61.5,55.0,523,4.41,4.44,2.72
0.63,Ideal,G,VS2,61.9,58.0,2320,5.48,5.51,3.4
0.44,Very Good,E,VS1,62.2,58.0,1246,4.8,4.85,3.0
1.01,Ideal,E,SI2,59.2,56.0,4751,6.63,6.59,3.91
2.06,Premium,E,SI2,58.8,58.0,14634,8.42,8.35,4.93
0.59,Very Good,D,VS1,62.6,58.0,2254,5.34,5.39,3.36
0.61,Very Good,I,IF,60.2,57.0,2057,5.49,5.58,3.33
0.92,Very Good,E,SI1,62.1,58.0,4562,6.15,6.22,3.84
0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
1.7,Good,I,SI2,63.6,59.0,7464,7.62,7.52,4.8
1.53,Premium,E,SI2,58.9,59.0,8996,7.63,7.55,4.47
0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
0.73,Premium,F,SI1,59.3,61.0,2346,5.85,5.82,3.46
1.51,Ideal,G,SI1,61.6,56.0,8283,7.34,7.25,4.5
1.01,Very Good,H,VS2,63.2,58.0,5260,6.34,6.26,3.98
0.51,Very Good,G,VS2,63.4,55.0,1443,5.06,5.03,3.2
0.52,Ideal,F,VS2,61.1,56.0,1625,5.19,5.23,3.18
0.94,Very Good,D,SI2,60.9,62.0,3691,6.22,6.3,3.81
1.23,Premium,H,VS1,61.1,58.0,7577,6.91,6.86,4.21
1.35,Ideal,G,VS1,62.7,57.0,10656,7.02,7.07,4.42
1.2,Ideal,J,VS1,61.3,56.0,5534,6.83,6.87,4.2
1.04,Ideal,I,VS1,61.4,58.0,5572,6.46,6.54,3.99
1.02,Ideal,G,VVS2,59.2,58.0,8107,6.56,6.62,3.9
0.56,Fair,F,SI1,61.6,61.0,1176,5.38,5.21,3.26
1.0,Good,I,SI1,58.0,58.0,4273,6.56,6.62,3.82
1.01,Ideal,F,VS1,60.8,57.0,7412,6.54,6.52,3.97
0.55,Ideal,D,VS2,62.3,55.0,1928,5.24,5.29,3.28
0.91,Good,D,SI1,63.1,61.0,4113,6.1,6.16,3.87
0.32,Very Good,G,VS1,62.8,59.0,645,4.33,4.37,2.73
1.56,Premium,H,VS1,62.0,57.0,11345,7.48,7.43,4.62
1.02,Premium,F,SI2,62.5,58.0,3754,6.47,6.4,4.02
1.31,Ideal,H,SI2,62.3,56.0,6225,7.0,6.97,4.35
0.57,Ideal,G,VS1,62.2,54.0,1837,5.31,5.33,3.31
2.09,Ideal,I,SI2,63.0,57.0,14838,8.13,8.09,5.11
0.57,Ideal,G,VS2,61.6,57.0,1608,5.32,5.36,3.29
0.5,Ideal,G,VS2,61.6,55.0,1400,5.11,5.14,3.16
0.71,Premium,G,SI2,62.4,59.0,1963,5.67,5.61,3.52
0.33,Premium,G,VVS1,62.1,58.0,1114,4.43,4.4,2.74
0.72,Fair,E,SI2,68.4,64.0,2125,5.38,5.32,3.66
0.61,Ideal,F,SI2,61.3,55.0,1424,5.47,5.55,3.38
1.1,Premium,E,SI2,60.9,60.0,4622,6.66,6.61,4.04
0.31,Ideal,D,VVS2,61.9,55.0,777,4.36,4.39,2.71
0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45
0.38,Very Good,G,SI1,62.0,54.8,755,4.64,4.67,2.89
1.51,Premium,F,VS2,62.9,61.0,13945,7.31,7.22,4.57
0.34,Premium,H,SI2,58.6,62.0,536,4.62,4.6,2.7
0.71,Fair,D,SI1,66.3,56.0,2372,5.61,5.49,3.68
0.31,Ideal,F,VS1,61.5,54.0,642,4.36,4.39,2.69
0.9,Very Good,D,SI1,60.9,57.0,4438,6.22,6.26,3.8
0.31,Ideal,G,VS2,61.8,57.0,698,4.36,4.34,2.69
0.32,Premium,J,SI1,63.0,58.0,480,4.35,4.32,2.73
0.39,Premium,E,VVS1,60.7,58.0,1362,4.73,4.69,2.86
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69
2.02,Premium,G,SI2,63.0,59.0,15014,8.05,7.95,5.03
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
1.07,Ideal,H,SI2,62.4,55.0,4840,6.56,6.59,4.1
0.71,Premium,E,VS2,62.0,61.0,3062,5.71,5.65,3.52
0.52,Premium,H,VS1,61.4,57.0,1577,5.27,5.16,3.2
1.34,Very Good,H,SI1,61.6,59.0,7655,7.04,7.09,4.35
0.51,Ideal,F,VS1,62.5,55.0,1744,5.08,5.13,3.19
1.1,Premium,D,SI2,62.4,58.0,4725,6.6,6.57,4.11
1.5,Premium,I,SI2,62.5,61.0,7526,7.29,7.24,4.54
1.12,Good,J,SI1,63.7,61.0,3951,6.54,6.5,4.15
1.2,Premium,I,SI2,60.0,58.0,5080,6.93,6.91,4.15
0.23,Very Good,F,VVS1,63.2,58.0,505,3.89,3.93,2.47
0.4,Good,D,SI1,63.1,57.0,720,4.69,4.73,2.97
0.77,Ideal,F,VS2,61.2,57.0,3052,5.93,5.97,3.64
0.51,Good,H,SI2,56.7,60.0,1060,5.38,5.35,3.04
1.01,Good,E,SI1,64.3,59.0,5379,6.23,6.28,4.02
0.76,Premium,H,VVS2,59.6,57.0,2792,5.91,5.86,3.51
0.3,Ideal,E,VS2,61.5,55.0,673,4.3,4.34,2.66
0.52,Premium,G,VS1,61.1,58.0,1815,5.19,5.16,3.16
0.26,Very Good,E,VVS2,62.9,56.0,614,4.07,4.1,2.57
1.51,Premium,I,VVS1,61.0,61.0,10824,7.47,7.34,4.52
0.34,Ideal,D,VS2,61.3,57.0,1033,4.5,4.47,2.75
0.7,Fair,J,VS2,67.4,58.0,1896,5.34,5.37,3.61
