,Location,Area,Bed,Bath,Price
345,"Block K, Bashundhara R-A, Dhaka","1,200 sqft",3,3,21 Thousand
346,"Sector 9, Uttara, Dhaka",800 sqft,2,2,18 Thousand
347,"Block D, Bashundhara R-A, Dhaka","1,350 sqft",3,3,25 Thousand
348,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,30 Thousand
349,"Monipuripara, Tejgaon, Dhaka","1,600 sqft",3,4,45.5 Thousand
350,"Gulbag, Malibagh, Dhaka",600 sqft,2,1,14 Thousand
351,"Road No 5, Sector 10, Uttara, Dhaka","1,943 sqft",3,3,28 Thousand
352,"Sector 10, Uttara, Dhaka","1,710 sqft",3,4,30 Thousand
353,"Baridhara, Dhaka","3,300 sqft",4,4,2 Lakh
354,"Block I, Bashundhara R-A, Dhaka","1,050 sqft",3,2,27 Thousand
355,"Sector 10, Uttara, Dhaka","1,600 sqft",3,4,22 Thousand
356,"Pallabi Extension, Pallabi, Mirpur, Dhaka","1,200 sqft",3,3,16.53 Thousand
357,"Shantibag, Malibagh, Dhaka","1,300 sqft",3,3,22 Thousand
358,"Block C, Bashundhara R-A, Dhaka","1,215 sqft",3,3,20 Thousand
359,"Block A, Bashundhara R-A, Dhaka","2,200 sqft",3,4,42 Thousand
360,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka","1,400 sqft",3,3,25 Thousand
361,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,27 Thousand
362,"Block L, Bashundhara R-A, Dhaka","1,500 sqft",4,3,17.5 Thousand
363,"Sector 4, Uttara, Dhaka","1,550 sqft",3,4,45 Thousand
364,"Baridhara, Dhaka","2,700 sqft",3,3,1.1 Lakh
365,"Banani, Dhaka","2,200 sqft",3,4,1 Lakh
366,"Dhanmondi, Dhaka","2,050 sqft",3,4,60 Thousand
367,"Sector 3, Uttara, Dhaka","1,850 sqft",3,4,65 Thousand
368,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,3,20 Thousand
369,"Block B, Bashundhara R-A, Dhaka","1,400 sqft",3,3,30 Thousand
370,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,2,1,8.5 Thousand
371,"Dhanmondi, Dhaka","1,500 sqft",3,3,30 Thousand
372,"Sector 11, Uttara, Dhaka","1,480 sqft",3,4,35 Thousand
373,"Road No 5, Sector 10, Uttara, Dhaka","2,150 sqft",3,3,35 Thousand
374,"Banani, Dhaka","3,245 sqft",4,4,1.1 Lakh
375,"Banani, Dhaka","3,245 sqft",4,4,1.1 Lakh
376,"Banani, Dhaka","3,245 sqft",4,4,1.1 Lakh
377,"Block J, Baridhara, Dhaka","3,100 sqft",4,4,1.5 Lakh
378,"Banani, Dhaka","3,245 sqft",4,4,1.1 Lakh
379,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka","1,165 sqft",2,3,26 Thousand
380,"Nikunja 2, Nikunja, Dhaka","1,500 sqft",3,3,28 Thousand
381,"Block D, Section 12, Mirpur, Dhaka",950 sqft,3,2,13.5 Thousand
382,"Sector 4, Uttara, Dhaka","1,530 sqft",3,4,30 Thousand
383,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,1,1,7.5 Thousand
384,"Block A, Niketan, Dhaka","1,750 sqft",3,2,1.1 Lakh
385,"Block I, Bashundhara R-A, Dhaka","2,250 sqft",3,4,30 Thousand
386,"Malibagh, Dhaka",800 sqft,2,2,17 Thousand
387,"Block A, Bashundhara R-A, Dhaka","1,450 sqft",3,3,1.2 Lakh
388,"Cantonment, Dhaka","1,450 sqft",3,4,30 Thousand
389,"Sector 10, Uttara, Dhaka","1,050 sqft",3,2,16 Thousand
390,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,3,30 Thousand
391,"Sector 10, Uttara, Dhaka","1,600 sqft",3,3,20 Thousand
392,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
393,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",950 sqft,2,3,21 Thousand
394,"Block H, Banasree, Dhaka","1,550 sqft",4,4,31 Thousand
395,"Niketan, Dhaka","2,075 sqft",3,4,45 Thousand
396,"Sector 10, Uttara, Dhaka","1,400 sqft",3,3,22 Thousand
397,"Sector 12, Uttara, Dhaka",850 sqft,2,2,16 Thousand
398,"Block C, Bashundhara R-A, Dhaka","2,600 sqft",3,4,42 Thousand
399,"Shahbagh, Dhaka",600 sqft,1,1,17 Thousand
400,"Dhanmondi, Dhaka",850 sqft,3,3,25 Thousand
401,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",950 sqft,2,3,21 Thousand
402,"PC Culture Housing, Mohammadpur, Dhaka",750 sqft,2,2,13 Thousand
403,"Sector 11, Uttara, Dhaka","1,500 sqft",4,3,40 Thousand
404,"Sector 11, Uttara, Dhaka","1,500 sqft",4,3,40 Thousand
405,"Sector 11, Uttara, Dhaka","1,500 sqft",4,4,40 Thousand
406,"Block D, Bashundhara R-A, Dhaka","3,000 sqft",3,5,55 Thousand
407,"Baridhara DOHS, Dhaka","1,500 sqft",3,3,57 Thousand
408,"Sector 11, Uttara, Dhaka","1,500 sqft",4,4,40 Thousand
409,"Sector 11, Uttara, Dhaka","1,500 sqft",4,4,40 Thousand
410,"Banasree, Dhaka","1,200 sqft",3,3,20 Thousand
411,"Sector 4, Uttara, Dhaka","1,875 sqft",3,3,50 Thousand
412,"Nikunja 2, Nikunja, Dhaka","1,500 sqft",3,3,45 Thousand
413,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
414,"Block E, Banasree, Dhaka","1,075 sqft",3,2,19.26 Thousand
415,"Baridhara, Dhaka","2,500 sqft",4,4,1.6 Lakh
416,"Gulshan 2, Gulshan, Dhaka","2,250 sqft",3,3,1.1 Lakh
417,"Uttar Badda, Badda, Dhaka","1,250 sqft",3,3,22 Thousand
418,"Sector 4, Uttara, Dhaka","1,300 sqft",3,3,28 Thousand
419,"Khilkhet, Dhaka",750 sqft,2,2,12 Thousand
420,"Baridhara, Dhaka","4,000 sqft",4,4,2.5 Lakh
421,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,3,21 Thousand
422,"Pirerbag, Mirpur, Dhaka",970 sqft,3,3,13 Thousand
423,"Block B, Bashundhara R-A, Dhaka","2,100 sqft",4,5,67.5 Thousand
424,"Baridhara DOHS, Dhaka","1,350 sqft",3,3,70 Thousand
425,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
426,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,600 sqft",3,3,27 Thousand
427,"Uttar Badda, Badda, Dhaka","1,765 sqft",3,3,20 Thousand
428,"Block F, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
429,"Gulshan 1, Gulshan, Dhaka","2,600 sqft",4,4,85 Thousand
430,"Malibagh, Dhaka",700 sqft,2,2,20 Thousand
431,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
432,"Cantonment, Dhaka","1,350 sqft",3,4,22 Thousand
433,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka","1,000 sqft",3,2,16 Thousand
434,"Banani, Dhaka","1,600 sqft",3,3,45 Thousand
435,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
436,"Uttara, Dhaka",900 sqft,3,3,30 Thousand
437,"Block A, Chad Uddan Housing, Mohammadpur, Dhaka",950 sqft,3,2,15 Thousand
438,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,50 Thousand
439,"Block H, Banasree, Dhaka","1,550 sqft",4,4,30 Thousand
440,"Gulshan 2, Gulshan, Dhaka","2,200 sqft",3,3,90 Thousand
441,"Dhanmondi, Dhaka","1,200 sqft",3,3,33 Thousand
442,"Monipuripara, Tejgaon, Dhaka",900 sqft,2,2,18 Thousand
443,"Block C, Bashundhara R-A, Dhaka","1,320 sqft",3,4,25 Thousand
444,"Tejgaon, Dhaka",950 sqft,3,2,23 Thousand
445,"Uttara, Dhaka","1,800 sqft",3,3,30 Thousand
446,"Block G, Bashundhara R-A, Dhaka","1,600 sqft",3,3,25 Thousand
447,"Gulshan 2, Gulshan, Dhaka","3,800 sqft",3,4,3 Lakh
448,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
449,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
450,"Mirpur, Dhaka","1,350 sqft",3,3,20 Thousand
451,"Mirpur, Dhaka","1,000 sqft",2,3,13 Thousand
452,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
453,"Block C, Bashundhara R-A, Dhaka","1,810 sqft",3,3,30 Thousand
454,"East Goran, Goran, Khilgaon, Dhaka",980 sqft,2,2,9 Thousand
455,"Khilgaon, Dhaka",700 sqft,2,2,13 Thousand
456,"Mohammadpur, Dhaka",750 sqft,2,2,25 Thousand
457,"Sector 3, Uttara, Dhaka","1,500 sqft",3,3,26 Thousand
458,"Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
459,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka","1,400 sqft",3,3,18 Thousand
460,"Mirpur, Dhaka","1,350 sqft",3,3,20 Thousand
461,"Baridhara, Dhaka","3,200 sqft",4,4,2 Lakh
462,"Block B, Aftab Nagar, Dhaka","1,200 sqft",3,2,20 Thousand
463,"Sector 11, Uttara, Dhaka",900 sqft,2,2,21 Thousand
464,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
465,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,3,26 Thousand
466,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,19 Thousand
467,"Lalmatia, Dhaka","1,580 sqft",3,3,35 Thousand
468,"Block H, Bashundhara R-A, Dhaka","2,045 sqft",3,4,1 Lakh
469,"Gulshan 2, Gulshan, Dhaka","4,200 sqft",4,4,2.5 Lakh
470,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,100 sqft",3,3,16.5 Thousand
471,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
472,"Block D, Bashundhara R-A, Dhaka","2,800 sqft",4,4,50 Thousand
473,"Sector 10, Uttara, Dhaka",800 sqft,2,2,16 Thousand
474,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
475,"South Monipur, Mirpur, Dhaka","1,150 sqft",3,2,15 Thousand
476,"Block G, Bashundhara R-A, Dhaka","1,550 sqft",3,3,21 Thousand
477,"Block F, Bashundhara R-A, Dhaka","1,735 sqft",3,3,32 Thousand
478,"Baitul Aman Housing Society, Adabor, Dhaka","1,550 sqft",3,3,30 Thousand
479,"Mohammadpur, Dhaka","2,700 sqft",3,3,60 Thousand
480,"Malibagh, Dhaka",700 sqft,2,2,20 Thousand
481,"Baridhara, Dhaka","4,200 sqft",4,4,4 Lakh
482,"Mohammadia Housing Society, Mohammadpur, Dhaka","1,550 sqft",3,3,34 Thousand
483,"Block H, Bashundhara R-A, Dhaka","1,450 sqft",3,3,26 Thousand
484,"Sector 6, Uttara, Dhaka","2,900 sqft",4,4,80 Thousand
485,"Block K, Baridhara, Dhaka","2,800 sqft",4,4,1.2 Lakh
486,"Gulshan 2, Gulshan, Dhaka","2,350 sqft",3,4,80 Thousand
487,"Baridhara, Dhaka","3,200 sqft",4,4,2 Lakh
488,"Banani, Dhaka","3,000 sqft",4,5,1.2 Lakh
489,"Sector 9, Uttara, Dhaka","2,000 sqft",3,3,35 Thousand
490,"Gulshan 1, Gulshan, Dhaka","2,800 sqft",3,3,85 Thousand
491,"Sector 3, Uttara, Dhaka","1,550 sqft",3,3,30 Thousand
492,"Sector 1, Uttara, Dhaka","2,600 sqft",4,4,50 Thousand
493,"Section 10, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
494,"Sector 14, Uttara, Dhaka",900 sqft,3,2,20 Thousand
495,"Gulshan 1, Gulshan, Dhaka","2,100 sqft",3,3,60 Thousand
496,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka","1,100 sqft",3,2,17 Thousand
497,"Dhanmondi, Dhaka","1,600 sqft",3,4,37 Thousand
498,"Banani, Dhaka","2,700 sqft",3,3,1.4 Lakh
499,"Sector 3, Uttara, Dhaka","2,200 sqft",4,4,40 Thousand
500,"PC Culture Housing, Mohammadpur, Dhaka",500 sqft,2,1,10 Thousand
501,"Mirpur, Dhaka","1,300 sqft",3,3,20 Thousand
502,"Gulshan 2, Gulshan, Dhaka","2,200 sqft",3,3,1 Lakh
503,"Block B, Aftab Nagar, Dhaka",850 sqft,2,1,16 Thousand
504,"Naya Paltan, Motijheel, Dhaka",900 sqft,3,2,30 Thousand
505,"Sector 13, Uttara, Dhaka",800 sqft,2,2,15 Thousand
506,"Gulshan 2, Gulshan, Dhaka","3,500 sqft",4,4,2.5 Lakh
507,"Sector 7, Uttara, Dhaka","1,830 sqft",3,4,35 Thousand
508,"Tikatuli, Sutrapur, Dhaka",750 sqft,3,2,15 Thousand
509,"Shantinagar, Dhaka","1,200 sqft",3,3,30 Thousand
510,"Shegunbagicha, Dhaka","1,550 sqft",3,3,40 Thousand
511,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,30 Thousand
512,"Sector 13, Uttara, Dhaka",850 sqft,2,2,17 Thousand
513,"Block C, Section 2, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
514,"Khilgaon, Dhaka","1,300 sqft",3,3,28.5 Thousand
515,"Mohakhali DOHS, Dhaka","2,750 sqft",3,4,1.5 Lakh
516,"Sector 4, Uttara, Dhaka","1,500 sqft",3,3,50 Thousand
517,"Motijheel, Dhaka","1,300 sqft",3,3,25 Thousand
518,"Gulshan 1, Gulshan, Dhaka","1,800 sqft",3,3,65 Thousand
519,"Gulshan 1, Gulshan, Dhaka","2,700 sqft",3,3,1.1 Lakh
520,"Mohakhali DOHS, Dhaka","1,800 sqft",2,2,50 Thousand
521,"Block H, Bashundhara R-A, Dhaka","1,200 sqft",3,3,17 Thousand
522,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","1,654 sqft",3,3,14 Thousand
523,"Block D, Bashundhara R-A, Dhaka","2,350 sqft",4,4,48 Thousand
524,"Sector 9, Uttara, Dhaka","2,000 sqft",3,4,35 Thousand
525,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
526,"Block C, Bashundhara R-A, Dhaka","1,650 sqft",3,3,28 Thousand
527,"Sector 10, Uttara, Dhaka","1,550 sqft",3,4,22 Thousand
528,"Sector 11, Uttara, Dhaka","1,300 sqft",3,3,25 Thousand
529,"West Shewrapara, Mirpur, Dhaka","1,150 sqft",3,3,16 Thousand
530,"Mohakhali DOHS, Dhaka","2,700 sqft",4,4,1 Lakh
531,"Sector 10, Uttara, Dhaka","1,800 sqft",3,4,40 Thousand
532,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka","1,000 sqft",2,2,40 Thousand
533,"Gulshan 2, Gulshan, Dhaka","4,200 sqft",4,8,3 Lakh
534,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
535,"Sector 6, Uttara, Dhaka","1,050 sqft",3,2,25 Thousand
536,"Uttar Badda, Badda, Dhaka",880 sqft,2,2,13 Thousand
537,"Dhanmondi, Dhaka","3,346 sqft",4,4,90 Thousand
538,"Block B, Banasree, Dhaka","1,150 sqft",3,2,20 Thousand
539,"Block B, Banasree, Dhaka",900 sqft,2,2,18.5 Thousand
540,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka","1,100 sqft",3,3,15 Thousand
541,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,4,2 Lakh
542,"Uttara, Dhaka","1,800 sqft",3,3,30 Thousand
543,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
544,"Goran, Khilgaon, Dhaka",650 sqft,2,2,11 Thousand
545,"Mohammadpur, Dhaka","1,270 sqft",3,3,16 Thousand
546,"Taltola, Khilgaon, Dhaka","1,000 sqft",3,2,20 Thousand
547,"East Shewrapara, Mirpur, Dhaka","1,300 sqft",3,3,22 Thousand
548,"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka","1,124 sqft",3,3,25 Thousand
549,"Block F, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
550,"Block G, Bashundhara R-A, Dhaka","3,000 sqft",4,5,90 Thousand
551,"PC Culture Housing, Mohammadpur, Dhaka",800 sqft,2,2,14 Thousand
552,"Block G, Bashundhara R-A, Dhaka","1,550 sqft",3,2,25 Thousand
553,"Sector 3, Uttara, Dhaka","1,500 sqft",3,3,26 Thousand
554,"Banani, Dhaka","3,000 sqft",4,5,70 Thousand
555,"West Shewrapara, Mirpur, Dhaka",550 sqft,1,1,12 Thousand
556,"Gulshan 2, Gulshan, Dhaka","5,000 sqft",4,4,3.5 Lakh
557,"Baridhara, Dhaka","1,500 sqft",2,2,1.15 Lakh
558,"Sector 14, Uttara, Dhaka","1,800 sqft",3,3,28 Thousand
559,"Sector 14, Uttara, Dhaka",900 sqft,2,2,20 Thousand
560,"Sector 14, Uttara, Dhaka","1,200 sqft",3,2,20 Thousand
561,"Gulshan 1, Gulshan, Dhaka","2,700 sqft",4,4,70 Thousand
562,"Sector 11, Uttara, Dhaka","2,200 sqft",4,4,35 Thousand
563,"Sector 3, Uttara, Dhaka","1,200 sqft",2,2,45 Thousand
564,"East Goran, Goran, Khilgaon, Dhaka","1,050 sqft",3,3,15 Thousand
565,"Sector 11, Uttara, Dhaka","1,350 sqft",3,3,30 Thousand
566,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,21 Thousand
567,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,21 Thousand
568,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",4,5,60 Thousand
569,"Rajabazar, Tejgaon, Dhaka","1,050 sqft",3,2,26 Thousand
570,"Block F, Bashundhara R-A, Dhaka","2,300 sqft",4,4,55 Thousand
571,"Kathalbagan, Dhaka","1,200 sqft",3,3,25 Thousand
572,"Sector 13, Uttara, Dhaka",900 sqft,2,2,20 Thousand
573,"Shantibag, Malibagh, Dhaka","1,075 sqft",3,3,25 Thousand
574,"Rajabazar, Tejgaon, Dhaka","1,050 sqft",3,2,26 Thousand
575,"Block A, Bashundhara R-A, Dhaka","1,400 sqft",3,3,24 Thousand
576,"Sector 3, Uttara, Dhaka","2,300 sqft",4,4,50 Thousand
577,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
578,"Merul Badda, Badda, Dhaka","1,550 sqft",3,3,22 Thousand
579,"Sector 13, Uttara, Dhaka",900 sqft,2,2,20 Thousand
580,"Block B, Bashundhara R-A, Dhaka","1,980 sqft",3,4,30 Thousand
581,"Sector 3, Uttara, Dhaka","1,625 sqft",3,3,25 Thousand
582,"Sector 4, Uttara, Dhaka","1,400 sqft",3,3,23 Thousand
583,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
584,"Banani, Dhaka","2,600 sqft",3,4,1.2 Lakh
585,"Sector 3, Uttara, Dhaka","1,600 sqft",3,3,35 Thousand
586,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
587,"Sector 3, Uttara, Dhaka","1,550 sqft",3,3,35 Thousand
588,"Mohammadpur, Dhaka",950 sqft,3,2,24 Thousand
589,"Merul Badda, Badda, Dhaka","1,400 sqft",3,3,25 Thousand
590,"Merul Badda, Badda, Dhaka","1,300 sqft",3,3,25 Thousand
591,"Uttar Badda, Badda, Dhaka","1,170 sqft",3,3,17 Thousand
592,"Sector 13, Uttara, Dhaka","1,000 sqft",3,3,20 Thousand
593,"Block B, Bashundhara R-A, Dhaka","2,800 sqft",4,5,70 Thousand
594,"Banani, Dhaka","2,600 sqft",3,3,1 Lakh
595,"Tilpapara, Khilgaon, Dhaka","1,100 sqft",3,3,24.5 Thousand
596,"Mirpur, Dhaka",600 sqft,2,2,10 Thousand
597,"Mohakhali DOHS, Dhaka","2,750 sqft",3,3,1.5 Lakh
598,"Dhanmondi, Dhaka","2,700 sqft",3,3,90 Thousand
599,"Block G, Bashundhara R-A, Dhaka","1,650 sqft",4,4,34.5 Thousand
600,"Sector 10, Uttara, Dhaka","1,730 sqft",3,4,27 Thousand
601,"Block D, Bashundhara R-A, Dhaka","1,400 sqft",3,3,28 Thousand
602,"Block I, Bashundhara R-A, Dhaka","1,850 sqft",4,4,30 Thousand
603,"Baridhara DOHS, Dhaka","1,485 sqft",3,3,75 Thousand
604,"Uttar Badda, Badda, Dhaka",850 sqft,2,2,16 Thousand
605,"Baitul Aman Housing Society, Adabor, Dhaka",800 sqft,2,2,16 Thousand
606,"Block F, Bashundhara R-A, Dhaka","1,650 sqft",3,3,26 Thousand
607,"Block A, Lalmatia, Dhaka","1,750 sqft",3,3,45 Thousand
608,"Block I, Bashundhara R-A, Dhaka","1,300 sqft",2,4,30 Thousand
609,"Baitul Aman Housing Society, Adabor, Dhaka",850 sqft,2,2,15 Thousand
610,"Kalachandpur, Dhaka","1,200 sqft",2,2,18 Thousand
611,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,27 Thousand
612,"Sector 9, Uttara, Dhaka","1,000 sqft",3,2,18 Thousand
613,"Banani, Dhaka","2,800 sqft",3,4,1.25 Lakh
614,"Sector 11, Uttara, Dhaka",500 sqft,2,1,16 Thousand
615,"Senpara Parbata, Section 10, Mirpur, Dhaka",900 sqft,2,2,13 Thousand
616,"PC Culture Housing, Mohammadpur, Dhaka",850 sqft,3,2,14 Thousand
617,"Sector 3, Uttara, Dhaka","2,300 sqft",2,4,50 Thousand
618,"Block H, Bashundhara R-A, Dhaka","1,400 sqft",3,3,24 Thousand
619,"Pirerbag, Mirpur, Dhaka","1,200 sqft",3,3,17 Thousand
620,"East Rampura, Rampura, Dhaka",760 sqft,2,2,14 Thousand
621,"Gulshan 2, Gulshan, Dhaka","2,091 sqft",3,3,80 Thousand
622,"Rajabazar, Tejgaon, Dhaka","1,000 sqft",2,3,22 Thousand
623,"PC Culture Housing, Mohammadpur, Dhaka",725 sqft,2,2,16 Thousand
624,"Mohakhali DOHS, Dhaka","2,750 sqft",3,3,1.5 Lakh
625,"Gulshan 1, Gulshan, Dhaka","3,950 sqft",4,4,1.7 Lakh
626,"Baridhara, Dhaka","2,800 sqft",4,5,1.6 Lakh
627,"Senpara Parbata, Section 10, Mirpur, Dhaka",750 sqft,2,2,14.5 Thousand
628,"Rajabazar, Tejgaon, Dhaka","1,050 sqft",3,2,26 Thousand
629,"Shantibag, Malibagh, Dhaka",800 sqft,2,2,18 Thousand
630,"Banani, Dhaka","2,600 sqft",4,4,1.2 Lakh
631,"South Banasree Project, Banasree, Dhaka","2,201 sqft",4,4,35 Thousand
632,"Block A, Bashundhara R-A, Dhaka","3,600 sqft",4,5,80 Thousand
633,"Block D, Bashundhara R-A, Dhaka","1,400 sqft",3,3,28 Thousand
634,"Block J, Bashundhara R-A, Dhaka","2,500 sqft",4,5,35 Thousand
635,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka","1,100 sqft",3,2,17 Thousand
636,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
637,"Block B, Bashundhara R-A, Dhaka","1,975 sqft",3,3,40 Thousand
638,"Section 1, Mirpur, Dhaka","1,100 sqft",3,2,14 Thousand
639,"North Pirerbag, Pirerbag, Mirpur, Dhaka",750 sqft,2,2,8.5 Thousand
640,"RK Mission Road, Gopibag, Motijheel, Dhaka",800 sqft,2,2,15 Thousand
641,"Gulshan 1, Gulshan, Dhaka","2,000 sqft",3,3,80 Thousand
642,"Gulshan 1, Gulshan, Dhaka","2,000 sqft",3,3,1 Lakh
643,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
644,"Dhanmondi, Dhaka","1,660 sqft",3,3,40 Thousand
645,"Rajabazar, Tejgaon, Dhaka","1,050 sqft",3,2,26 Thousand
646,"Gulshan 2, Gulshan, Dhaka","5,800 sqft",4,4,6.5 Lakh
647,"Shantinagar, Dhaka",700 sqft,2,2,21 Thousand
648,"Block A, Mohanagar Housing, West Rampura, Rampura, Dhaka","1,700 sqft",3,4,30 Thousand
649,"Block F, Bashundhara R-A, Dhaka","1,700 sqft",3,4,25 Thousand
650,"Sector 14, Uttara, Dhaka","1,550 sqft",3,3,26 Thousand
651,"Sector 7, Uttara, Dhaka","2,800 sqft",4,4,40 Thousand
652,"Block K, Baridhara, Dhaka","2,750 sqft",3,3,1.6 Lakh
653,"Wari, Sutrapur, Dhaka",650 sqft,2,2,18 Thousand
654,"Gulshan 2, Gulshan, Dhaka","2,750 sqft",3,3,1 Lakh
655,"Baridhara DOHS, Dhaka","1,300 sqft",3,4,50 Thousand
656,"Merul Badda, Badda, Dhaka","1,400 sqft",3,3,25 Thousand
657,"Merul Badda, Badda, Dhaka","1,400 sqft",3,3,25 Thousand
658,"Badda, Dhaka","1,200 sqft",2,2,16 Thousand
659,"Sector 3, Uttara, Dhaka","1,100 sqft",3,3,28 Thousand
660,"Monipuripara, Tejgaon, Dhaka","1,000 sqft",3,2,24 Thousand
661,"Banani, Dhaka","1,675 sqft",4,4,55 Thousand
662,"Gulshan 1, Gulshan, Dhaka","2,300 sqft",4,4,70 Thousand
663,"Baridhara, Dhaka","2,580 sqft",4,4,1.4 Lakh
664,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
665,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,35 Thousand
666,"Gulshan 2, Gulshan, Dhaka","2,300 sqft",3,3,80 Thousand
667,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,21 Thousand
668,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,21 Thousand
669,"Shyamoli, Dhaka","1,240 sqft",3,3,19 Thousand
670,"Sector 9, Uttara, Dhaka","1,442 sqft",3,3,25 Thousand
671,"Block K, Baridhara, Dhaka","2,800 sqft",3,3,1.1 Lakh
672,"Pirerbag, Mirpur, Dhaka","1,050 sqft",2,2,13 Thousand
673,"Block C, Bashundhara R-A, Dhaka","1,810 sqft",3,4,27 Thousand
674,"Maghbazar, Dhaka",850 sqft,2,2,17 Thousand
675,"Block I, Bashundhara R-A, Dhaka","1,850 sqft",3,4,60 Thousand
676,"Sector 12, Uttara, Dhaka",850 sqft,2,2,16 Thousand
677,"Sector 13, Uttara, Dhaka",850 sqft,2,2,17 Thousand
678,"Kalabagan, Dhaka","1,375 sqft",3,4,32 Thousand
679,"Sector 10, Uttara, Dhaka","1,550 sqft",3,4,45 Thousand
680,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,4,2 Lakh
681,"Pirerbag, Mirpur, Dhaka",850 sqft,2,2,11 Thousand
682,"Road No 7, Block E, Banasree, Dhaka",900 sqft,3,2,17 Thousand
683,"Sector 7, Uttara, Dhaka","1,650 sqft",3,3,70 Thousand
684,"Block C, Aftab Nagar, Dhaka","1,700 sqft",3,4,30 Thousand
685,"Sector 6, Uttara, Dhaka","2,300 sqft",3,3,50 Thousand
686,"Bashundhara R-A, Dhaka","1,800 sqft",4,4,40 Thousand
687,"East Rampura, Rampura, Dhaka",550 sqft,2,1,10.5 Thousand
688,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",3,4,30 Thousand
689,"Gulshan 1, Gulshan, Dhaka","2,800 sqft",3,4,1.1 Lakh
690,"Block I, Bashundhara R-A, Dhaka","1,465 sqft",3,3,25 Thousand
691,"Shantinagar, Dhaka",700 sqft,2,1,18 Thousand
692,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",4,3,26 Thousand
